source,firm,title,min_years,position_levels,employment_types,desc_excerpt,is_grad,is_internship,job_family,note
greenhouse,janestreet,Cybersecurity Engineer,,,,"<h3>about the position</h3> <p>we're looking to add a full-time, passionate cybersecurity engineer to our singapore office to help protect our company's people, data, and infrastructure from the wilds of the internet. our cybersecurity engineers work on firm-wide defenses, provide expertise and advice to other groups, lead employee cybersecurity awareness efforts, and handle some of the event analysis and incident response responsibilities of the firm. we're looking for someone who has a strong technical foundation, who is not afraid to build something themselves, who brings good taste to solving security problems, and who can reason about and explain the “why” behind security practices.</p> <h3>about you</h3> <div class=""job-content row""> <div class=""col-12""> <ul> <li>have strong scripting or programming, and surrounding practices: you have an interest and ability to automate in a real programming language, ability and desire to manage your code and configs in version control, and knowledge of your editor (we don't care which editor, though)</li> <li>a measured responder: not everyone should be locking their entire lives down in the name of security. you can discuss trade-offs when it comes to cybersecurity, think about context, and understand what threat modeling is</li> <li>you understand and practice good personal cybersecurity hygiene, and can talk to others about it: for example, you know what a password manager is, and either use one or have something which you can reasonably argue is better, and can walk someone through the tradeoffs you've made (seriously, we’ll ask you about this sort of thing during the interview process)</li> <li>you’re tapped into cybersecurity developments: you follow cybersecurity news, but can tell the difference between the latest cool hack by security researchers and what actually matters in your day-to-day</li> <li>have a positive and collaborative attitude: you understand that a key component of cybersecurity is bringing others along with you on the journey</li> <li>fluency in english</li> </ul> <p><em>if you're a recruiting agency and want to partner with us, please reach out to agency-partnerships@janestreet.com</em></p> </div> </div> <div class=""footnotes"">&nbsp;</div>",0,0,engineering,reviewed:no-route
greenhouse,janestreet,Facilities Operations Engineer,,,,"<h3>about the position</h3> <p>we are looking for an experienced facilities operations engineer to join a highly technical group responsible for operating and maintaining our physical infrastructure. this includes work on our trading floors, amenity spaces and food service areas which are all supported by dedicated mechanical, electrical and it equipment.</p> <p>our team is collaborative in nature, spanning many internal departments and external vendors, contractors, consultants and operations teams. your work will involve managing projects that cover all aspects of our physical infrastructure, along with our relationships with each of these stakeholders, in order to provide 24/7 critical infrastructure.&nbsp;&nbsp;</p> <p>we are looking for someone who is professionally trained in electrical, mechanical or building services engineering, or has equivalent experience in engineering facilities management. you should also have experience with managing facilities maintenance service level agreements (slas) to ensure the scope meets industry standards and service-level agreements (slas).</p> <p>you are encouraged to apply, regardless of your specific discipline, if you have a proven ability to deliver excellence no matter the task, have solid technical experience and can make well-reasoned engineering decisions as they relate to operational risk.</p> <h3>about you</h3> <ul> <li>have 5+ years of experience working on the maintenance and operation team of mission-critical data centres, trading floors or similar 24/7 environments</li> <li>familiar with mep disciplines including plant infrastructure, cracs, upss, office hvac, generators, fire prevention and building management systems</li> <li>have strong computer skills; comfortable working with technical people in an it-centric environment and learning new software and control systems</li> <li>comfortable working with a wide range of colleagues, including non-engineers, across several business areas&nbsp;</li> <li>excellent written and spoken communicator; able to describe detailed problems with brevity and accuracy</li> <li>able to solve small problems in the field without a tradesperson</li> <li>willing to be part of an on-call rotation for nights and weekends to quickly respond to critical system emergencies</li> <li>creative, collaborative and enthusiastic team player who is eager to learn and take initiative&nbsp;</li> <li>able to prioritise tasks effectively and stay organised; can balance assigned work required for our constantly evolving environments</li> <li>fluent in english; proficiency in cantonese and mandarin is a plus</li> </ul> <p><em>if you're a recruiting agency and want to partner with us, please reach out to agency-partnerships@janestreet.com.</em></p>",0,0,engineering,reviewed:veto:5-years-required
greenhouse,janestreet,FIX Onboarding and Connectivity Engineer,,,,"<h3>about the position</h3> <p>we are looking for a fix onboarding and connectivity engineer to help us grow both our proprietary trading capabilities and client-facing trading business. this role involves working on the technical processes that enable our trading desks to access new products and exchanges, while also onboarding external clients to trade with jane street. you'll work closely with our trading teams to help them grow the business, and with our technology teams to build state-of-the-art connectivity systems.</p> <p>jane street is a place where people come to learn new things (and to eventually teach others what they know). while we welcome experience with fix and other order flow/electronic trading protocols, and value software engineering backgrounds, we're excited to teach you the specifics of our trading and technology.</p> <p>the majority of your time will focus on onboarding and connectivity projects across both proprietary and client-facing trading. this will involve prioritising requests from the trading desks; working with our developers, infrastructure engineers, and external parties; and seeing the onboarding process all the way through to production. you will often find yourself bridging the gap between our clients, trading teams, and technology teams, requiring strong communication and coordination skills, but you will also need to be comfortable navigating the unix command line and developing code of varying complexity to deliver these projects.</p> <p>through this work, we will expect you to keep a thoughtful and empathetic perspective on the way the team functions and collaborates as a whole, and to suggest ways we can improve and promote our best practices. we'll also look to you for opinions on how we approach and deliver project work, and how we should interface with other internal teams.</p> <h3>about you</h3> <ul> <li>interested in learning about the microstructure of different exchanges and trading systems</li> <li>proficient with coding; software engineering experience (building apps) highly valued</li> <li>excellent coordinator and project management skills across multiple stakeholders</li> <li>detail-oriented with clear written and verbal communication</li> <li>able to learn new, complicated, and ever-changing systems</li> <li>fluent in english</li> </ul> <p><em>if you're a recruiting agency and want to partner with us, please reach out to agency-partnerships@janestreet.com.</em></p>",0,0,engineering,reviewed:no-route
greenhouse,janestreet,HR Generalist,,,,"<h3>about the position</h3> <p>we're looking for an hr generalist to support our employees in singapore as part of our regional asia hr team.</p> <p>this role is for someone who loves helping people and solving problems, particularly through making hr processes work seamlessly. you'll be the first point of contact for hr queries on the ground, fielding a wide range of employee and manager inquiries, advising on our policies and processes, assisting with benefit administration and connecting people with the training and support they need to be successful in their roles. you'll also help maintain hr databases with employee files and records. these responsibilities require incredible attention to detail and the highest levels of internal and external confidentiality.</p> <p>you'll work with enough autonomy to triage and resolve issues day-to-day, while collaborating closely with the wider regional team on approach and priorities. our ability to get the little things right and the personal attention we give each of our employees is what drives our hr success and our culture.</p> <p>beyond day-to-day support, you'll assist with hr projects and operational improvements. these projects will provide an opportunity to collaborate across global teams within and outside of hr, giving you exposure to a wide range of hr work across our offices. we don't expect you to know everything immediately, but the right person will be eager to learn and not afraid to ask questions. you should be willing to accept feedback from others and look at any mistake as an opportunity to learn and grow.</p> <h3>about you</h3> <ul> <li>have a bachelor's degree or higher qualification&nbsp;</li> <li>at least 5+ years of hr generalist experience, with a track record of advising employees and managers on hr-related matters</li> <li>able to work independently while thriving as part of a collaborative regional team</li> <li>experience with delivering operational projects independently and in larger cross-functional teams</li> <li>excited by a truly generalist role, focusing on operational excellence</li> <li>experience with pension and benefits administration preferred</li> <li>experience with workday (or similar hris) preferred</li> <li>willing to own administrative tasks</li> <li>excellent interpersonal and communication skills, both spoken and written</li> <li>discreet and capable of exercising sound judgment with sensitive and confidential company and personnel data</li> <li>able to think big-picture, whilst at the same time getting even the smallest details right</li> <li>intellectually curious and eager to learn; humble about what you know and don't know and not afraid to ask questions and admit mistakes</li> <li>reliable and flexible team player with a positive attitude; enjoys helping people and solving problems</li> <li>comfortable working in a fast-paced environment</li> <li>comfortable challenging current processes and looking for ways to improve</li> <li>fluent in english</li> </ul> <p>&nbsp;</p> <p><em>if you're a recruiting agency and want to partner with us, please reach out to agency-partnerships@janestreet.com</em></p>",0,0,human_resources,reviewed:veto:5-years-required
greenhouse,janestreet,Linux Engineer,,,,"<h3>about the position</h3> <p>linux engineers work with the critical infrastructure underlying the rest of the firm’s technology. members of this group are hard-working systems engineers, administrators and programmers, tasked with maintaining and improving the platform that powers jane street's production trading systems. our mix of in-house and open source software allows you to investigate and innovate at every level. on any given day, you could be debugging kernel performance, developing management tools, or resolving production issues in real time. diving into tricky systems problems is our specialty.</p> <p>deployment automation, scalable configuration management, and obsessive monitoring are the focus of some of our ongoing projects. we automate as much of our work as we can, but not because we are lazy. we find that automation reduces our error rate and overall workload - plus, we think it's fun.</p> <p>working in our group provides opportunities for involvement with almost every other facet of the company. we work directly with colleagues in trading, technology, and operations to build and maintain systems with a firm-wide scope. using feedback from other groups and our custom monitoring tools, we strive to resolve production issues quickly, perform comprehensive root-cause analyses, and integrate long-term fixes in a clean and robust way.</p> <h3>about you</h3> <p>we are looking to hire systems programmers and administrators with a deep knowledge of unix internals and the linux ecosystem. candidates should have a willingness to learn ocaml, our language of choice, and meet the following requirements:</p> <ul> <li>bachelor's degree in computer science, software engineering or other technical discipline (or equivalent experience)</li> <li>clear and concise communication skills, as well as the ability to efficiently analyze and deconstruct technical problems</li> <li>deep knowledge of operating system fundamentals, especially linux</li> <li>fluency with the unix command line and shell scripting</li> <li>practical experience with modern linux systems and systems programming concepts like c, sockets, virtual memory, and the process life cycle</li> <li>basic understanding of network protocols</li> <li>strong troubleshooting skills and knowledge of profiling/debugging tools such as gdb, perf, dtrace, ebpf or systemtap</li> <li>programming experience in any language (functional languages a plus)</li> <li>fluent in english</li> </ul> <p>&nbsp;</p> <p><em>if you're a recruiting agency and want to partner with us, please reach out to&nbsp;</em><a href=""mailto:agency-partnerships@janestreet.com""><em>agency-partnerships@janestreet.com</em></a><em>.</em></p>",0,0,engineering,reviewed:no-route
greenhouse,janestreet,Network Engineer,,,,"<h3>about the position</h3> <p>we are looking for an experienced network engineer to join our network security team to help us run, scale, and continuously improve our network security infrastructure through hands-on operations, design, and implementation. the ideal candidate will have strong networking fundamentals and experience with security appliances such as firewalls and proxy.</p> <p>jane street’s numerous distributed systems are built on an agile, reliable, multi-vendor network infrastructure that supports all traffic profiles, from trading to internet connectivity. supporting such a large multi-function network requires advanced tooling for monitoring and automation.&nbsp;</p> <p>strong communication and interpersonal skills will be needed to collaborate with colleagues across the firm globally. you will find and resolve issues, plan and execute deployments, and improve systems where possible. we’ll also look to leverage your advanced networking skills and security knowledge to:&nbsp;</p> <ul> <li>work closely with our network engineering team on the design and deployment of security perimeter and adjacent network infrastructure</li> <li>manage and continuously evolve network segmentation, dmz, and other aspects of network security</li> <li>evaluate and lab test new platforms for our network security infrastructure</li> <li>collaborate with our cybersecurity team on the detection and mitigation of threats and vulnerabilities on our network</li> <li>interface with application owners and traders to enable business workflows securely</li> <li>proactively enhance support by improving network infrastructure observability and scripting, and communicating requirements to our software engineers</li> <li>improve our network security processes and documentation</li> </ul> <p>a holistic approach to system design is critical for this role. our broader networking team prioritizes flexibility, compatibility, and efficiency when crafting solutions, all while seeking ongoing buy-in and feedback from users across the firm. our firm’s culture prizes intellectual humility, openness, and continuous improvement, which translates directly to the daily work of this team. we’re all partners working toward shared goals and are always looking for the next best idea that will make our work stronger.&nbsp;</p> <p>your strong communication skills and analytical thinking will be invaluable as we support the daily work of our colleagues and keep our systems operating at the highest standard.</p> <h3>about you</h3> <ul> <li>have 7+ years of experience operating and deploying network infrastructure</li> <li>experienced with routing and network protocols (ospf, bgp, pim-sm)</li> <li>experienced with troubleshooting transport protocols (tcp/udp)</li> <li>have a strong understanding of firewall hardware architecture, performance metrics, and functional components</li> <li>experienced with firewall configuration and troubleshooting</li> <li>understand public key infrastructure and related technologies</li> <li>understand modern encryption techniques</li> <li>have a high capacity to learn; we are interested in how you think, not just what you know</li> <li>able to context-switch, while still being able to prioritize and organize your stack&nbsp;</li> <li>ideally have experience with overlay networks (evpn, vxlan)</li> <li>a flexible and reliable team player who enjoys working in a collaborative environment</li> <li>preferably have proficiency in a programming language</li> <li>fluency in english required</li> </ul> <p><em>if you're a recruiting agency and want to partner with us, please reach out to&nbsp;</em><em>agency-partnerships@janestreet.com</em><em>.</em></p>",0,0,engineering,reviewed:veto:7-years-required
greenhouse,janestreet,Production Engineer,,,,"<h3>about the position</h3> <p><span style=""font-weight: 400;"">we are hiring production engineers in our hong kong and singapore office. jane street production engineers are software developers who spend time both developing software and also providing high-quality support for software systems that are critical to jane street's trading business.<br><br></span><span style=""font-weight: 400;"">many of our production engineers are embedded in various software teams; others are in standalone teams. in both situations we work alongside application developers with a common goal of creating and running great software systems. as a firm we are big believers in functional programming, and use ocaml as our primary development language.<br><br></span><span style=""font-weight: 400;"">production engineers play an essential role interacting with a wide variety of departments and functions at jane street. we solve real-time issues and make a firm-wide impact. we take ownership of the architecture and design of systems th</span><span style=""font-weight: 400;"">at monitor and support </span><span style=""font-weight: 400;"">the firm’s trading. we also design and develop the tools that we use, and it feels great to be able to shape these tools and then enjoy the improvements.</span></p> <p>if you'd like to learn more, you can read about <a href=""https://www.janestreet.com/production-engineering/"" target=""_blank"">production engineering at jane street</a>.&nbsp;</p> <h3>how is a production engineer role different from a generic software engineering role?</h3> <p><span style=""font-weight: 400;"">as production engineers:</span></p> <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">we split our time between ocaml software development project work and a support rotation, in which we actively resolve live issues in jane street’s critical systems</span></li> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">we are curious and eager to learn about a number of different systems and how they fit together. this gives us a breadth of knowledge and opportunities to collaborate with many other dev and business teams across the firm</span></li> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">we spend less time in total coding (due to the support rotation), and are interrupted more often, and we enjoy adding value to jane street in this way</span></li> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">we get satisfaction from helping others, enabling good trades, and getting to the bottom of complex and urgent production issues</span></li> </ul> <h3>about you</h3> <p><span style=""font-weight: 400;"">we don’t expect you to have a background in functional programming, finance, or any other specific field—we’re looking for smart software developers who enjoy solving interesting problems. we’re more interested in how you think and learn than just what you currently know. you should be:</span></p> <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">a strong programmer with a love for technology; able to write and read code well</span></li> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">an intellectually curious person who is motivated, collaborative, and eager to learn</span></li> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">an excellent communicator, able to be clear and calm during production incidents</span></li> <li style=""font-weight: 400;"">fluent in english</li> </ul> <p>&nbsp;</p> <p><em>if you're a recruiting agency and want to partner with us, please reach out to&nbsp;</em><a href=""mailto:agency-partnerships@janestreet.com""><em>agency-partnerships@janestreet.com</em></a><em>.</em></p>",0,0,engineering,reviewed:no-route
greenhouse,janestreet,Senior Network Engineer,,,,"<h3>about the position</h3> <p>we are looking for a senior network engineer who can help us scale our networks to meet increasing business demands, drive standardisation through automation and look for opportunities to leverage ai to improve operations.</p> <p>jane street’s numerous distributed systems run on a multi-vendor, highly available network infrastructure and handle a variety of traffic profiles – from high-speed trading to everyday internet connectivity. a typical day on the network engineering team includes:</p> <ul> <li>collaborating on new data centre and colocation initiatives, wan routing optimisation and other cross-team design projects</li> <li>interfacing with stakeholders to assess business needs and develop innovative network features/capabilities</li> <li>leading both reactive support tasks and proactive infrastructure improvements, focusing on thorough documentation to reduce outages and enhance troubleshooting</li> <li>exploring ai/ml-driven enhancements to streamline operations and continuously improve service quality using your networking expertise to help us scale our team’s infrastructure at large while maintaining high standards for network performance and reliability</li> <li>documenting solutions and processes that help the team work more efficiently, using a meticulous attention to detail</li> </ul> <p>if you have a passion for innovating within a complex network ecosystem, enjoy building scalable systems and documentation structures and are curious about how ai can refine network operations, this role provides a platform to make a significant impact at jane street. we look forward to learning from your expertise and unique perspective.</p> <h3>about you</h3> <ul> <li>have 7+ years of experience operating and deploying network infrastructure, with 3+ years dedicated to ground-up network design</li> <li>have deep experience with routing and network protocols (ospf, bgp, pim-sm) and the troubleshooting of transport protocols (tcp/udp)</li> <li>comfortable operating in linux environments and proficient in at least one programming language</li> <li>strongly inclined to automate workflows and explore ai/ml approaches to improve efficiency or reduce overhead</li> <li>eager to produce comprehensive, scalable documentation that benefits the entire team</li> <li>have a demonstrated ability to balance multiple priorities, switch contexts effectively and maintain a high level of customer service</li> <li>excellent collaborator and communicator; ready to build strong partnerships with diverse global teams and stakeholders to share your recommendations, issues and outcomes&nbsp;</li> <li>have a flexible, reliable mindset and enthusiasm for sharing knowledge with peers</li> <li>any prior exposure to overlay networks (evpn, vxlan) is a plus</li> <li>fluent in english</li> </ul> <p><em>if you're a recruiting agency and want to partner with us, please reach out to&nbsp;</em><a href=""mailto:agency-partnerships@janestreet.com""><em>agency-partnerships@janestreet.com</em></a><em>.</em></p>",0,0,engineering,reviewed:veto:7-years-required
greenhouse,janestreet,Software Engineer,,,,"<h3>about the position</h3> <p>we’re looking for software engineers who want to help us design and build the systems and tools that run the firm. you’ll find software engineers in all parts of jane street, solving real problems in critical areas ranging from trading desks to our accounting team, as well as building foundational infrastructure, whether that means implementing network monitoring or risk models.&nbsp;</p> <p>we are big believers in functional programming and, using ocaml, a statically -typed functional programming language, as our primary tool. more recently, python has become a vital part of jane street’s research and trading work, acting as the go-to language for data analysis, visualization, and machine learning.&nbsp;</p> <p>beyond our own environment, we also recognize the value of open source software, leveraging it in our daily work and releasing over a million lines of our own code as open source. we’re also always looking for ways to expand open source projects, and provide ongoing support to things like mercurial, the ocaml compiler, and the opam package manager. that said, we’re interested in talented engineers with experience in any language—most of us came in with little to no practical experience in ocaml before we joined.</p> <p>if you’d like to learn more, you can read about our&nbsp;<a href=""https://blog.janestreet.com/applying-to-jane-street/"">interview process</a> and meet some of our <a href=""https://www.janestreet.com/join-jane-street/get-to-know-us/"">newest hires</a>.</p> <h3>about you</h3> <p>we <em>don’t</em> expect you to have a background in functional programming, ocaml, python, finance, or any other specific field—we’re looking for smart programmers who enjoy solving interesting problems. we’re more interested in how you think and learn than what you currently know. you should be:</p> <ul> <li>a top-notch programmer with a love for technology</li> <li>intellectually curious, collaborative, and eager to learn</li> <li>humble and unafraid to ask questions and admit mistakes</li> </ul> <p>if you'd like to get an idea of what we cover in our software engineering interview process, you can visit our <a href=""https://www.janestreet.com/preparing-for-a-software-engineering-interview/"">interview prep page</a>.</p> <p><em>if you're a recruiting agency and want to partner with us, please reach out to </em><em>agency-partnerships@janestreet.com</em><em>.</em></p>",0,0,software_engineering,reviewed:no-route
greenhouse,janestreet,Software Engineer,,,,"<p>&nbsp;</p> <h3>about the position</h3> <p>we're always hiring software engineers for all of our offices. technology is at the core of how we approach our work, and engineers are intimately involved in every area of the business.&nbsp;</p> <p>we are big believers in functional programming and use ocaml, a statically typed functional programming language, as our primary tool. more recently, python has become a vital part of jane street’s research and trading work, acting as the go-to language for data analysis, visualization, and machine learning.</p> <p>we also believe in the value of open source software, using it in our daily work and releasing over a million lines of our own code as open source.</p> <h3>about you</h3> <ul> <li>top-notch programming skills</li> <li>deep experience with—and love for—technology. there's no specific checklist; we use software to approach a variety of problems, so we're interested in everything from machine learning to systems administration to programming language design</li> <li>strong interpersonal skills. software engineering at jane street is highly collaborative, and we are looking for people who can work effectively in small, close-knit teams</li> <li>we <em>don’t </em>expect you to have experience with functional programming, ocaml, python, or finance; we’re happy to hire talented engineers and teach them what they need to know.</li> <li>fluent in english</li> </ul> <p>&nbsp;</p> <p>if you'd like to get an idea of what we cover in our software engineering interview process, you can visit our <a href=""https://www.janestreet.com/preparing-for-a-software-engineering-interview/"">interview prep page</a>.</p> <p>&nbsp;</p> <p><em>if you're a recruiting agency and want to partner with us, please reach out to&nbsp;</em><a href=""mailto:agency-partnerships@janestreet.com""><em>agency-partnerships@janestreet.com</em></a><em>.</em></p>",0,0,software_engineering,reviewed:no-route
greenhouse,janestreet,Software Engineer,,,,"<h3></h3> <p>&nbsp;</p> <h3>about the position</h3> <p>our goal is to give you a real sense of what it's like to work at jane street full time while also providing a truly unparalleled educational experience. as an intern, you are paired with full-time employees who act as mentors, collaborating with you on real-world projects we actually need done.</p> <p>as a software engineering intern, you’ll learn how we use ocaml (our primary development language) in our day to day work, and gain exposure to the libraries and tools that are foundational to our internal systems. some teams also use python, so depending on the project, you might do some work with python as well.&nbsp;</p> <p>during the internship, you'll be closely mentored by full-time software engineers. mentors design intern projects based on their team's current needs and are heavily invested in helping interns build maintainable, high-quality software that is intended to reach production. the projects you will work on are as varied and diverse as those full-timers work on, covering a wide range of problems, from high performance trading systems to programming language design and everything in between.&nbsp;</p> <p><strong>our internship in the singapore office runs for 12 weeks, from mid may to mid august, and you'll need to be available for the entire period. if these dates don't align with your academic schedule, we encourage you to apply to our hong kong software engineering internship instead, which can accommodate a wider range of start and end dates. at the beginning of the program, you'll spend time training in our hong kong office, and you'll also visit our new york office for a week, giving you the chance to learn and work alongside interns and full-time employees across our global offices.</strong></p> <p>if you’d like to learn more, you can read about our <a href=""https://www.janestreet.com/preparing-for-a-software-engineering-interview/"">interview</a> and<a href=""https://blog.janestreet.com/project-pairing/#fn:1""> team placement</a> processes and get a sense of what our <a href=""https://blog.janestreet.com/tag/internship/"">most recent intern projects</a> looked like! you can also learn more about jane street’s internship program <a href=""https://www.janestreet.com/join-jane-street/internships/"">here</a>.</p> <h3>about you</h3> <p>if you’ve never thought about a career in finance, you’re in good company. many of us were in the same position before working here. if you have a curious mind, a collaborative spirit, and a passion for solving interesting problems, we have a feeling you’ll fit right in. we're more interested in how you think and learn than what you currently know. you should be:</p> <ul> <li>a top-notch programmer with a love for technology</li> <li>intellectually curious, collaborative, and eager to learn</li> <li>humble and unafraid to ask questions and admit mistakes</li> <li>fluent in english&nbsp;</li> </ul> <p>please note: jane street will provide flights to and from hong kong as well as accommodation&nbsp;throughout the entirety of the program.</p> <p><em>if you're a recruiting agency and want to partner with us, please reach out to agency-partnerships@janestreet.com</em></p> <p>&nbsp;</p> <p>&nbsp;</p> <h3></h3>",0,0,software_engineering,reviewed:no-route
greenhouse,janestreet,Tax Structuring & Advisory Specialist,,,,"<h3>about the position</h3> <p>we are hiring a newly created tax structuring and advisory role in our hong kong or singapore office with a focus (though not exclusively) on apac-region tax issues . you will help us manage tax and related structural aspects of internal restructurings, including investment structures for senior individuals within the group, acquisitions, dispositions, and other complex transactions related to the broader business of jane street. you will also work on structuring and advisory matters relating to the firm's trading activities.</p> <p>to do this, you can expect to collaborate extensively with our local and global tax team, along with a range of non-tax professionals throughout the organisation. &nbsp;</p> <p>this role provides a great opportunity to join a dynamic and entrepreneurial work environment where you will interact closely with colleagues in various departments at jane street. the right person will be commercially driven, very comfortable with numbers, extremely collaborative and entrepreneurial, and adept at working in a deadline-driven environment.</p> <h3>about you</h3> <ul> <li>qualified lawyer or accountant with 8+ years pqe in leading law firms, accountancy firms, and/or financial institutions, preferably with in-house experience&nbsp;</li> <li>have excellent attention to detail, strong analytical skills, and the ability to manage complex tax issues</li> <li>highly organised and flexible; able to multitask and manage a range of competing priorities and projects with tight deadlines</li> <li>have strong interpersonal skills; can work independently and as part of a team</li> <li>able to communicate with professionals within and outside jane street across all levels and areas of expertise</li> <li>having experience with the taxation of financial products and/or experience with international tax issues is a plus</li> <li>having significant tax transaction and structuring experience is strongly preferred</li> <li>fluency in english is required</li> </ul> <p><em>if you're a recruiting agency and want to partner with us, please reach out to agency-partnerships@janestreet.com.</em></p> <p>&nbsp;</p>",0,0,finance_accounting,reviewed:no-route
greenhouse,janestreet,Unified Communications Engineer,,,,"<h3>about the position</h3> <p>we are looking for a unified communications engineer to help grow, monitor and manage our global voice and video infrastructure. this role sits within our larger it group and will require you to deliver smart solutions in a fast-paced environment without disrupting the daily workflow.</p> <p>the unified communications team is responsible for end-user setup (devices and profiles), asset management and all infrastructure related to collaboration and telephony. our projects include improving tooling and monitoring, refreshing hardware for meeting rooms and executing software and hardware configuration changes globally, while minimising downtime for various collaboration services.&nbsp;</p> <p>our uc engineers are experts at multitasking, monitoring alarms generated by our voice and video systems and juggling project-related tasks, all while serving as an escalation point for users and other technology groups. you’ll interface daily with different tech teams across the firm — it operations, cybersecurity and networking — to provide capacity planning, develop standards and best practices and improve documentation across our global uc infrastructure.&nbsp;</p> <p>the right candidate will be passionate about solving complex problems and supporting users with robust and flexible technical solutions.&nbsp;</p> <h3>about you</h3> <ul> <li>have 7+ years of in-depth experience configuring and supporting the cisco uc and collaboration product suite in a multi-cluster environment, including:&nbsp; <ul> <li>cisco unified communications manager versions 12.5+</li> <li>cisco meeting server</li> <li>cisco expressway</li> </ul> </li> <li>have excellent knowledge of sip, including implementing session border controllers and pstn sip trunking</li> <li>understand uc compliance products, and have experience with modern voice recording platforms (verint, nice, calabrio, etc.) and messaging archiving products (movius, leapxpert, smarsh, etc.)</li> <li>have a working knowledge of cisco apis related to uc products, and experience with creating api automations using python, powershell, etc.&nbsp;</li> <li>experienced with upgrading and maintaining cisco uc products, including supporting phones, softphones and video conferencing endpoints&nbsp;</li> <li>experienced with integrating cloud-based conferencing technologies (webex, zoom, teams, etc.) to on-premise infrastructure</li> <li>able to collect and interpret log files, collaborate with support partners to solve problems while maintaining system stability and properly manage expectations with colleagues and users</li> <li>familiar with the virtualisation of cisco uc applications on enterprise-grade servers (hpe, dell, cisco, etc.)&nbsp;</li> <li>have a strong understanding of current security standards and expectations, and the ability to troubleshoot and use creative thinking to resolve issues</li> <li>fluent in english; fluency in mandarin is preferred</li> </ul> <p>&nbsp;</p> <p><em>if you're a recruiting agency and want to partner with us, please reach out to </em><em>agency-partnerships@janestreet.com</em><em>.&nbsp;</em></p>",0,0,engineering,reviewed:veto:7-years-required
greenhouse,coinbase,Concierge Specialist IV,,,,"<div class=""content-intro""><p>ready to do the most impactful work of your career? at&nbsp;<a href=""https://www.coinbase.com/?utm_campaign=mt_o_m_w_m_m__coi_0_jd-onchain&amp;utm_source=coinbase"">coinbase</a>, we are uncompromising on our mission to increase economic freedom. the bar is high, the environment is intense, and we like it that way. this isn't a place for complacency, it’s a place to be pushed past your perceived limits. if you're ready to build the future of finance alongside people who refuse to settle for ""good enough,"" you belong here. coinbase is a remote-first, but not remote-only company. expect to get together quarterly for intense in-person working sessions called “surges.”&nbsp;<a href=""https://www.coinbase.com/careers"">learn more about working at coinbase</a>.</p></div><p class=""mb-2 whitespace-pre-wrap"">as a concierge specialist iv on the customer experience team, you'll serve as a senior subject matter expert and relationship owner for coinbase's highest-value customers. this team delivers world-class, personalized service to our most valued clients, ensuring they have a seamless experience across all coinbase products. you'll own complex customer relationships end to end, mentor junior concierge agents, and drive measurable improvements in satisfaction, retention, and product adoption.</p> <p class=""mb-2 whitespace-pre-wrap""><strong>what you'll do:</strong></p> <ul> <li>own and deepen relationships with a portfolio of coinbase's highest-value customers, serving as their primary point of contact and trusted advisor across all products and services.</li> <li>lead resolution of complex, escalated customer issues by partnering cross-functionally with product, engineering, compliance, and operations to identify root causes and drive systemic fixes.</li> <li>drive customer onboarding and product adoption by proactively educating clients on new features, staking, coinbase one, and other value-added services tailored to their needs.</li> <li>partner with cx leadership to identify trends, surface customer feedback, and shape process improvements that reduce friction and strengthen trust in coinbase.</li> <li>mentor and support junior concierge agents on relationship management, issue resolution, and best practices, raising the overall quality bar for the team.</li> </ul> <p class=""mb-2 whitespace-pre-wrap""><strong>required skills and experience:</strong></p> <ul> <li>4+ years of experience in customer success, account management, or high-touch client advisory roles within financial services, fintech, or crypto, including familiarity with derivatives products.</li> <li>professional fluency in tamil, with the ability to communicate confidently in a business and customer-facing capacity.</li> <li>demonstrated ability to independently manage a portfolio of high-value client relationships, with measurable outcomes in retention, satisfaction, or revenue growth, including resolving complex cross-functional issues end to end.</li> <li>currently holds or has previously held a cms 6a license, with willingness to obtain it again if needed; proficient with crm and support tooling (e.g., salesforce, zendesk) and google suite.</li> <li>able and willing to support on-call coverage and manage escalations outside normal working hours, including weekends.</li> <li>utilizes generative ai responsibly, maintaining human oversight to deliver business-ready outputs and drive measurable improvements in workflow efficiency, cost, and quality.</li> </ul> <p><strong>job id: p77139</strong></p><div class=""content-pay-transparency""><div class=""pay-input""><div class=""description""><p><strong>pay transparency notice:</strong> the target annual <strong>base</strong> salary for this position can range as detailed below. total compensation may<strong> </strong>also include equity and bonus eligibility and benefits (including medical, dental, and vision).</p></div><div class=""title"">annual base salary range (excluding equity and bonus):</div><div ",0,0,finance_accounting,reviewed:veto:4-years-required
